"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"sify","0.72","0.98","12.875","83.2K","97.0K","-88.1%","-84.1%","90.9M","92.7M","26.8M","none","2.19","-0.71","-0.18","0.43","0.24","0.45","none","2.27","39.8M","-36.4M","-65.3M","none","none","Mar 31","none","-26.94%","-29.28%","3.60","0.00","22.4M","399.0K","1.5%","396.0K","4.11","97.0K","0.25"
