"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"mcb","9.00","14.00","15.50","-0.13","1,682","1,000","+51.4%","+103.0%","22.3M","1.59M","1.00M","0.04","0.29%","8.48","1.68","0.46","9.74","11.18","1.65","8.31","1.44","18.4M","none","3.16M","18.6%","Dec 31","none","none","1.60%","21.00%","none","0","20.4M","0","2,000","1,000"
