"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"exjf","20.50","25.60","27.95","455","0","+3.4%","+38.7%","73.3M","2.86M","2.30M","0.76","2.97%","none","26.89","2.22","0.62","17.71","7.35","0.95","11.52","1.45","50.8M","none","6.37M","12.5%","Dec 31","none","none","0.88%","8.53%","none","0.02","0","0","0","1,000"
