"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"si","32.52","48.41","98.25","1.01","75.9K","74.0K","-45.0%","-26.2%","43.0B","888.2M","817.2M","0.65","1.34%","29.93","3.83","1.63","88.47","6.48","1.62","12.64","0.55","77.5B","9.53B","3.37B","4.6%","6.1%","Sep 30","none","4.69%","13.08%","1.25","0.49","5.76B","210.0K","0.0%","384.0K","2.76","76.0K","1"
