"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"nnds","17.30","20.95","80.00","59.4K","97.0K","-71.9%","-62.3%","1.11B","52.8M","10.7M","none","none","3.48","0.52","0.20","5.91","1.81","6.01","40.21","3.55","321.5M","63.7M","28.6M","13.2%","18.2%","June 30","none","none","14.69%","19.26%","1.35","0","61.9M","60.0K","0.6%","46.0K","1.54","39.0K","1"
