"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"xwc","0.15","0.48","3.00","20.2K","16.0K","-82.1%","-76.1%","15.1M","31.4M","18.5M","none","none","0.02","-0.24","-0.07","0.04","0.01","25.19","none","11.35","1.35M","-7.57M","-7.70M","none","none","Dec 31","none","-149.06%","-181.82%","0.94","1.70","230.0K","0","0","16.0K"
