"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"esf","15.438","16.00","19.00","0.78","21.4K","42.0K","-14.1%","+15.2%","766.5M","47.9M","23.0M","none","2.72","1.07","-0.12","39.35","26.00","5.87","14.94","0.41","1.81B","none","51.4M","9.8%","Dec 31","none","none","0.53%","25.54%","none","66.64","1.16B","5,000","0.0%","9,000","0.31","16.0K","1"
