"Company","52-Week Low","Recent Price","52-Week High","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short"
"ath","40.35","41.88","42.50","4.31B","102.9M","101.8M","none","none","20.07","2.71","1.39","95.50","2.32","2.09","15.46","0.44","9.82B","none","278.7M","2.8%","4.2%","Dec 31","none","4.76%","13.50%","none","0.29","238.9M","none"
