"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"banf","33.375","34.75","44.00","0.56","3,955","2,000","-2.3%","+31.0%","286.5M","8.24M","2.70M","0.72","2.07%","none","25.34","3.31","0.82","none","17.76","1.37","10.51","none","none","none","27.8M","none","Dec 31","none","none","1.08%","14.03%","none","0.12","0","3,000","0.1%","2,000","0.38","8,000"
