"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"imh","1.83","7.35","8.15","0.29","92.1K","281.0K","+137.1%","+218.0%","197.2M","26.8M","23.9M","0.48","6.53%","6.58","1.01","0.30","5.79","0.67","1.12","7.31","1.27","156.5M","144.8M","24.9M","17.4%","16.0%","Dec 31","none","1.32%","13.78%","none","9.13","17.9M","0","0","75.0K"
