"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"ifin","46.00","52.90","96.00","1.27","247.4K","191.0K","-23.7%","+2.3%","1.69B","31.9M","26.5M","0.08","0.15%","10.01","1.39","0.41","none","0.68","5.28","38.06","none","none","none","45.1M","none","35.9%","Dec 31","none","none","1.14%","18.69%","none","none","0","440.0K","1.7%","368.0K","1.86","236.0K"
