"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"pmbc","4.50","7.151","8.91","9,318","8,000","+16.8%","+56.6%","45.3M","6.33M","5.40M","none","none","5.62","0.28","0.08","1.80","1.98","1.27","25.91","3.98","11.8M","none","1.81M","15.4%","Dec 31","none","none","1.06%","5.19%","none","0","11.7M","0","8,000","13.0K"
