"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"dhulz","10.23","13.30","16.25","0.42","6,727","4,000","-4.1%","+10.6%","142.9M","10.7M","8.50M","1.08","8.12%","3.61","2.19","0.28","2.94","2.30","3.69","6.07","4.53","31.5M","25.8M","23.5M","75.4%","75.4%","Dec 31","none","55.93%","66.21%","5.82","0","24.7M","0","4,000","9,000"
