"Company","52-Week Low","Recent Price","52-Week High","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"ima","15.21","15.47","19.55","100.6M","6.50M","4.20M","none","none","7.43","0.36","0.16","14.52","0.41","2.08","42.73","1.06","82.8M","12.4M","2.04M","2.5%","10.0%","Dec 31","none","2.24%","4.41%","0.93","0.47","2.52M","359.0K","8.5%","0","3.94","91.0K"
