"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (10-day avg)","4-Week Change","4-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"fhr","16.60","21.35","22.13","360.0K","+21.0%","+15.4%","1.69B","79.1M","78.3M","none","none","7.80","none","-1.27","none","0.11","2.74","none","none","none","205.1M","-99.4M","none","27.5%","Dec 31","none","none","none","-16.11%","1.19","1.30","196.4M","380.0K","0.5%","991.0K","1.14","334.0K"
