"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"rdl","1.25","1.58","3.313","0.56","3,955","12.0K","-52.3%","-45.0%","14.9M","9.45M","2.60M","none","none","1.64","-0.29","0.66","15.83","2.78","0.96","none","0.10","163.0M","19.1M","-1.23M","-0.8%","7.3%","Dec 31","none","-0.65%","-5.77%","3.23","7.27","26.3M","0","0","3,000"
