"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"rmci","5.222","19.04","27.45","-0.36","211.1K","336.0K","+264.6%","+320.9%","283.7M","14.9M","6.00M","none","4.54","1.02","0.28","17.92","1.58","4.19","18.63","1.06","266.8M","47.9M","15.3M","6.0%","12.2%","Dec 31","none","8.75%","26.47%","1.09","0.63","23.0M","244.0K","4.1%","243.0K","0.82","298.0K"
