"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"tem","5.00","7.65","10.625","14.2K","53.0K","-16.2%","-3.2%","31.1B","4.06B","90.0M","none","none","1.38","0.19","0.06","1.65","0.55","5.55","41.13","4.64","6.64B","2.19B","745.1M","11.0%","22.4%","Dec 31","none","none","4.74%","19.07%","0.39","0.04","0","191.0K","0.2%","156.0K","23.88","8,000","1"
