"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"pcbk","7.955","11.73","13.95","3,045","3,000","+47.5%","+70.2%","59.5M","5.07M","4.50M","0.28","2.39%","6.96","1.12","0.28","5.17","2.80","1.69","10.50","2.27","26.1M","none","5.65M","21.6%","Dec 31","none","1.89%","17.57%","none","0","14.2M","0","1,000","2,000"
