"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Shares/ADR"
"fjtsy.ob","35.75","42.00","92.00","1.16","6,409","5,000","-48.0%","-40.0%","16.6B","395.4M","296.6M","none","none","21.00","-3.76","-3.58","110.80","4.84","2.00","none","0.38","43.7B","686.7M","-1.49B","-3.5%","1.6%","Mar 31","none","-3.73%","-15.96%","1.13","1.80","1.91B","none","5"
