"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"frtl.ob","0.03","0.20","0.781","112.1K","146.0K","-46.7%","-38.4%","6.08M","30.4M","29.9M","none","-0.09","-0.33","-0.12","0.53","0.02","none","none","0.38","15.8M","-8.63M","-9.76M","-61.8%","-67.6%","Sep 30","none","none","-105.83%","none","0.50","none","769.0K","945.0K","3.2%","1.14M","7.11","133.0K"
