"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (10-day avg)","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short"
"wtw","28.25","34.16","34.65","620.0K","3.60B","105.4M","104.4M","none","none","-8.66","0","0.68","none","1.69","none","none","none","0","none","0","none","none","Dec 30","none","none","0.00%","none","0.71","none","37.9M","none"
