"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"vstn","1.35","6.00","6.05","20.2K","39.0K","+29.7%","+49.7%","36.8M","6.13M","2.10M","none","none","1.22","0.09","0.04","none","1.33","4.91","65.93","none","none","2.74M","569.0K","none","13.0%","Dec 31","none","none","4.14%","6.94%","2.13","0.39","0","1,000","0.0%","0","0.03","35.0K"
