"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short"
"ppa","6.25","10.00","10.21","773","0","+40.4%","+62.0%","32.2M","3.23M","1.60M","none","5.63","0.69","0.23","8.67","2.53","1.77","14.60","1.15","29.1M","none","2.30M","7.9%","Dec 31","none","none","0.62%","13.75%","none","0","0","none"
