"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"mig","1.80","1.90","8.375","0.16","4,591","7,000","-61.0%","-55.0%","16.2M","8.51M","3.60M","0.12","6.32%","none","9.26","-3.08","0.04","24.69","4.54","0.20","none","0.08","204.0M","none","-26.2M","-12.9%","-18.7%","Dec 31","none","none","-3.92%","-29.58%","none","0.68","0","0","0","5,000"
