"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"hnbc","13.313","23.99","26.69","0.29","10.8K","9,000","+72.9%","+99.6%","438.2M","18.3M","15.7M","0.64","2.67%","10.33","1.49","0.41","7.42","3.11","2.32","16.10","3.23","138.5M","none","27.8M","20.1%","Dec 31","none","1.38%","15.73%","none","0","56.8M","96.0K","0.6%","86.0K","12.00","8,000"
