"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"pfi","1.364","5.64","6.75","4,136","4,000","+230.8%","+281.8%","24.8M","4.39M","2.40M","none","5.56","0.79","0.19","5.07","1.67","1.01","7.18","1.11","22.3M","none","3.45M","15.5%","Dec 31","none","1.34%","15.43%","none","0","7.33M","0","0","4,000"
