"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"wbk","29.36","38.70","42.74","0.70","8,364","6,000","+4.6%","+20.7%","13.4B","347.0M","225.6M","none","none","13.00","none","1.35","none","7.07","2.98","none","none","none","none","440.3M","none","Sep 30","none","none","none","9.76%","none","0.58","0","30.0K","0.0%","87.0K","3.75","8,000","5"
