"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","13-Week Change","13-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"chp","16.35","20.60","23.20","176.7K","171.0K","-6.2%","-6.6%","539.2M","26.2M","22.2M","0.06","0.27%","9.20","1.79","0.07","20.58","0.78","2.24","11.48","1.00","553.5M","137.0M","48.5M","9.1%","17.9%","Jan 31","none","none","11.53%","21.81%","2.17","0.47","5.50M","636.0K","2.9%","526.0K","4.03","158.0K"
