"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (10-day avg)","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Shares/ADR"
"rhhby.ob","67.25","71.60","74.75","0","61.8B","862.6M","750.4M","none","none","21.61","3.66","1.80","20.35","16.44","3.31","19.57","3.52","17.3B","3.11B","3.04B","17.5%","12.8%","Dec 31","none","6.61%","16.29%","2.54","0.70","14.2B","none","1"
