"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"phgn","0.93","1.03","7.125","0.74","3,909","4,000","-62.5%","-56.8%","39.2M","38.1M","11.8M","none","none","0.38","-0.35","-0.07","none","0.08","2.72","none","none","none","-9.47M","-12.6M","none","none","Dec 31","none","none","-55.41%","-73.27%","3.86","0.00","2.63M","1,000","0.0%","47.0K","0.50","2,000"
