"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"pcag","1.01","1.75","8.25","1.24","13.6K","13.0K","-70.2%","-65.6%","69.0M","39.5M","10.2M","none","none","4.93","-2.43","-0.63","3.69","0.07","0.35","none","0.47","146.1M","53.4M","-96.1M","-65.7%","-26.3%","Dec 31","none","none","-10.09%","-41.86%","none","3.59","0","270.0K","2.6%","254.0K","22.50","12.0K","0.5"
