"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","26-Week Change","26-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"lrns","0.90","1.54","5.61","25.1K","125.0K","-57.0%","-52.4%","12.8M","8.34M","2.80M","none","none","6.94","none","0.18","none","0.40","0.22","none","none","none","-3.60M","1.53M","none","-6.9%","Dec 31","none","none","none","2.65%","1.42","0.22","0","0","1,000","14.0K"
