"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","13-Week Change","13-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"tar","7.35","13.20","20.89","11.0K","20.0K","-2.7%","-3.2%","2.30B","174.6M","5.89M","none","15.50","1.24","0.49","15.49","0.15","0.85","10.64","0.85","3.16B","717.0M","246.0M","7.7%","22.7%","Sep 30","none","3.54%","7.50%","0.49","0.82","26.0M","450.0K","7.6%","465.0K","45.00","10.0K","1"
