"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (10-day avg)","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short"
"ahs","20.00","26.00","26.00","304.0K","1.06B","40.8M","10.0M","none","none","2.92","0.09","0.12","15.15","0.14","8.90","285.71","1.72","436.2M","48.7M","3.29M","0.8%","5.1%","Dec 31","none","1.45%","4.46%","2.10","1.61","3.95M","none"
