"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"csb","24.00","32.00","35.438","3,227","3,000","+7.6%","+24.2%","4.22B","132.0M","130.6M","none","none","17.93","none","0.38","none","5.33","1.78","none","none","none","562.2M","48.2M","none","10.8%","Dec 31","none","none","none","2.04%","2.21","1.13","0","17.0K","0.0%","43.0K","8.50","2,000","0.5"
