"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume","Shares/ADR"
"brs","3.95","4.00","15.20","1.04","1,545","0","-44.4%","-35.8%","693.5M","173.4M","19.9M","none","none","7.12","1.00","0.18","7.49","8.87","0.56","3.99","0.53","1.30B","none","173.7M","13.4%","Dec 31","none","1.30%","13.33%","none","0","1.54B","0","0","1,000","2"
