"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"glbz","8.00","14.50","18.35","455","0","+81.2%","+109.2%","24.0M","1.66M","1.00M","0.40","2.76%","11.06","1.27","0.38","10.43","5.80","1.31","11.38","1.39","17.3M","none","2.11M","12.2%","Dec 31","none","0.87%","12.06%","none","0","9.62M","0","0","0"
