"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"nsfc","16.875","21.85","22.55","0.13","1,727","1,000","+15.0%","+32.7%","97.5M","4.46M","2.40M","1.04","4.76%","17.46","1.73","0.46","8.55","4.17","1.25","12.66","2.56","38.2M","none","7.70M","20.2%","Dec 31","none","1.41%","10.38%","none","0","18.6M","0","3,000","2,000"
