"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Daily Volume"
"gbnk","10.938","15.06","17.50","0.12","1,273","0","+36.9%","+58.0%","63.4M","4.21M","1.50M","0.30","1.99%","none","9.74","0.38","0.11","4.15","5.83","1.55","40.16","3.63","17.0M","none","1.55M","9.1%","39.2%","Dec 31","none","none","0.60%","3.85%","none","none","32.8M","5,000","0.3%","6,000","0"
