"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"si","32.52","59.45","98.25","1.03","95.2K","103.0K","-25.1%","-13.5%","52.8B","888.2M","817.2M","0.65","1.09%","29.82","2.12","-1.11","88.08","6.46","1.99","28.11","0.68","78.0B","9.49B","1.87B","2.4%","6.1%","Sep 30","none","none","2.48%","7.28%","1.25","0.49","8.79B","364.0K","0.0%","302.0K","4.55","80.0K","1"
