"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Daily Volume"
"wayn","10.26","16.50","23.00","-0.24","364","0","+10.9%","+28.0%","43.5M","2.64M","1.00M","0.68","4.12%","9.85","0.62","0.16","8.30","1.00","1.68","26.79","1.99","21.6M","none","1.60M","7.4%","38.2%","Mar 31","none","none","0.52%","6.33%","none","none","45.0M","13.0K","1.3%","11.0K","0"
