"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"vita","1.29","2.85","6.875","10.8K","7,000","-28.8%","-17.8%","48.8M","17.1M","6.50M","none","none","0.69","-1.01","-0.20","0.17","0.52","4.10","none","17.10","2.52M","-14.0M","-14.8M","none","none","Dec 31","none","none","-98.81%","-157.23%","2.71","0.20","5.23M","23.0K","0.4%","14.0K","1.92","12.0K"
