"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"cwci","0.27","1.06","8.688","115.7K","251.0K","-86.9%","-84.8%","106.4M","100.4M","13.1M","none","none","2.19","-0.94","-0.28","0.41","1.59","0.48","none","2.60","41.1M","-71.4M","-95.1M","none","none","Mar 31","none","none","-19.53%","-37.38%","1.85","0.81","16.9B","12.0K","0.1%","7,000","0.14","83.0K","1"
