"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","26-Week Change","26-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"udl","27.10","35.84","40.87","19.8K","19.0K","+21.1%","+34.0%","663.9M","18.5M","2.10M","2.40","6.70%","none","15.67","4.49","0.70","5.28","0.56","2.29","7.98","6.79","96.6M","57.6M","80.3M","83.7%","46.9%","Dec 31","none","24.61%","32.28%","2.50","0.09","10.4M","9,000","0.4%","9,000","0.45","20.0K"
