"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"bcm","28.00","34.22","36.95","1.14","23.5K","35.0K","+18.8%","+37.1%","12.6B","368.5M","364.8M","0.94","2.75%","none","16.94","2.58","0.36","none","2.52","2.02","13.24","none","none","none","1.02B","none","Oct 31","none","none","0.63%","16.48%","none","0.36","11.3B","1.71M","0.5%","2.30M","71.12","24.0K"
