"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"spil","1.88","3.30","4.148","147.2K","228.0K","-4.0%","+10.8%","1.07B","324.7M","269.5M","none","2.19","0.17","-0.02","1.48","0.47","1.50","19.76","2.24","530.2M","147.8M","55.4M","10.4%","9.8%","Dec 31","none","4.82%","7.03%","3.86","0.37","177.5M","206.0K","0.1%","246.0K","1.91","108.0K","5"
