"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"rhbt","10.00","10.68","15.00","2,045","1,000","-25.1%","-13.5%","18.4M","1.72M","1.20M","none","none","8.55","-1.93","-2.92","9.75","2.08","1.25","none","1.09","17.0M","none","-3.31M","-19.5%","Dec 31","none","-1.65%","-18.47%","none","0","3.58M","0","0","4,000"
