"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"cobh","25.952","36.00","38.00","455","0","+29.2%","+49.2%","63.8M","1.77M","800.0K","none","17.80","2.16","0.59","19.36","18.23","2.02","16.67","1.86","37.3M","none","4.16M","11.4%","Dec 31","none","0.82%","15.00%","none","0.41","32.3M","0","0","1,000"
