"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (10-day avg)","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short"
"djo","12.40","14.02","17.24","561.0K","250.3M","17.9M","9.10M","none","none","-3.07","-0.04","0.01","9.56","0.10","none","none","1.47","168.8M","34.0M","-677.0K","3.3%","14.3%","Dec 31","none","none","3.47%","none","2.81","none","1.89M","none"
