"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short"
"fmly.ob","0.40","0.45","2.00","5,545","1,000","-72.3%","-68.0%","8.21M","18.2M","1.60M","none","0.24","0.00","0","0.25","0.02","1.89","225.00","1.81","3.41M","5.79M","61.0K","1.8%","4.3%","June 30","none","none","0.88%","1.52%","none","0.10","0","none"
