"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"ibn","2.50","4.65","9.50","86.0K","109.0K","-32.4%","-21.9%","512.3M","110.2M","19.9M","none","none","2.41","0.35","0.10","2.13","7.28","1.93","13.14","2.18","176.0M","none","29.3M","16.6%","Mar 31","none","none","1.21%","18.62%","none","0.15","715.9M","19.0K","0.1%","7,000","0.23","81.0K","2"
