"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short"
"push.ob","35.00","55.00","56.00","-0.17","0","0","-1.8%","+13.4%","10.9B","198.3M","27.8M","0.32","0.58%","none","13.66","2.60","0.58","75.84","1.20","4.03","21.13","0.72","15.5B","1.08B","532.9M","3.4%","5.3%","Dec 30","none","none","12.58%","19.64%","0.94","0","239.1M","none"
