"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"crfh","5.313","9.00","16.25","6,636","2,000","+46.9%","+69.6%","45.8M","5.09M","400.0K","none","30.22","-10.03","-0.57","2.61","23.73","0.30","none","3.45","43.3M","-8.27M","-77.6M","none","-28.3%","Sep 30","none","none","-39.45%","-44.84%","17.01","0.12","14.6B","43.0K","10.8%","26.0K","21.50","2,000","1"
