"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"cib","1.00","1.51","3.22","0.88","30.4K","5,000","-24.5%","-12.9%","217.7M","144.2M","66.5M","0.06","4.11%","none","2.82","0","0.09","none","1.65","0.54","none","none","0","none","0","none","Dec 31","none","0.00%","0.00%","none","0.01","238.5M","502.0K","0.8%","552.0K","7.38","68.0K","4"
