"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short"
"stur.ob","4.875","7.68","8.99","-0.29","1,409","3,000","+22.9%","+41.8%","23.8M","3.10M","2.50M","0.28","3.65%","none","8.26","0.54","0.06","none","3.28","0.93","14.20","none","none","none","1.67M","none","47.9%","Dec 31","none","none","0.68%","6.64%","none","none","0","none"
