"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"neu","31.10","39.58","57.125","1.12","198.0K","127.0K","-14.5%","-1.3%","2.79B","70.4M","48.2M","0.30","0.76%","4.28","1.86","0.47","10.51","12.49","9.25","21.25","3.76","776.9M","250.7M","137.5M","17.7%","30.7%","Dec 31","none","3.38%","39.22%","none","0.62","879.2M","1.91M","4.0%","2.27M","10.33","185.0K"
