"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short"
"bwwl.ob","0.30","0.33","1.27","1.40","9,455","17.0K","-24.5%","-12.8%","4.12M","12.5M","500.0K","none","none","-0.81","0.59","0.22","6.56","0.08","none","0.56","0.05","75.9M","16.0M","7.63M","10.0%","14.9%","Dec 31","none","none","17.09%","none","0.32","none","1.60M","none"
