"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","26-Week Change","26-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short"
"sunx.ob","0.028","0.033","0.837","275.0K","518.0K","-84.4%","-82.8%","1.11M","33.8M","20.3M","none","none","-0.01","none","none","none","none","none","none","none","none","none","none","none","June 30","none","none","none","none","none","none","none"
