"Company","52-Week Low","Recent Price","52-Week High","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short"
"mcgc","15.05","16.62","17.01","470.1M","28.3M","13.4M","none","none","13.04","0.87","0.42","6.07","2.07","1.27","19.17","2.74","76.6M","none","10.9M","14.3%","44.9%","Dec 31","none","1.70%","6.62%","none","none","26.2M","none"
