"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"char.ob","1.10","1.80","7.188","0.99","1,227","1,000","-64.0%","-58.4%","25.7M","14.3M","100.0K","none","2.53","-0.68","-0.41","none","0.01","0.71","none","none","none","-4.39M","-9.38M","none","none","Dec 31","none","none","-13.10%","-24.22%","0.03","0.84","0","0","0","10.0K"
