"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short"
"tcba.ob","6.50","7.25","8.25","-0.07","1,545","1,000","-6.5%","+8.0%","8.57M","1.18M","1.10M","none","none","7.53","-0.25","-0.08","4.29","4.22","0.96","none","1.69","5.07M","none","-296.0K","-5.8%","Dec 31","none","-0.40%","-3.32%","none","0","5.00M","none"
