"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"nmus","0.29","0.35","3.438","28.3K","39.0K","-87.8%","-85.9%","6.47M","18.5M","7.20M","none","none","1.57","none","-0.16","none","0.17","0.22","none","none","none","-10.4M","-3.26M","none","none","Dec 31","none","none","none","-11.23%","2.06","0.04","3.29M","0","0","30.0K"
