"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"wypt","9.125","14.62","14.87","87.6K","106.0K","+55.9%","+80.0%","572.5M","39.2M","8.60M","0.34","2.33%","none","12.54","0.51","0.28","8.91","2.00","1.17","28.72","1.64","335.3M","none","19.4M","5.8%","30.7%","Dec 31","none","0.38%","4.15%","none","none","78.3M","125.0K","1.5%","91.0K","1.45","86.0K"
